ACCE_ABSORB_COST	Absorption price: {}
SWITCHBOT_NEWTEXT1	Activate repurchase
SWITCHBOT_NEWTEXT2	This Switchbot was developed by Mijago.
SWITCHBOT_NEWTEXT3	New ideas are always welcome!
SWITCHBOT_NEWTEXT4	Drag an item here to add it
SWITCHBOT_NEWTEXT5	Drag the bot to the edge to make it smaller!
SWITCHBOT_NEWTEXT6	Drag this to toggle the display of 6/7 bonuses.
SWITCHBOT_NEWTEXT7	Stop ALL operations!
SWITCHBOT_TEXT1	Launch Switchbot
SWITCHBOT_TEXT10	) start
SWITCHBOT_TEXT11	Inactive
SWITCHBOT_TEXT12	6/7 Active
SWITCHBOT_TEXT13	6/7 stop
SWITCHBOT_TEXT14	Finished
SWITCHBOT_TEXT15	) stop
SWITCHBOT_TEXT16	6/7 Finished
SWITCHBOT_TEXT17	6/7 resume
SWITCHBOT_TEXT18	Slot {}: finished!
SWITCHBOT_TEXT19	Slot {}: no Switchitems!
SWITCHBOT_TEXT2	Start 6/7
SWITCHBOT_TEXT20	Active ({}%)
SWITCHBOT_TEXT21	Slot 6/7 {}: finished!
SWITCHBOT_TEXT22	Active 6/7 ({}%)
SWITCHBOT_TEXT23	Place item here
SWITCHBOT_TEXT24	You cannot switch this item.
SWITCHBOT_TEXT25	This slot has already been inserted!
SWITCHBOT_TEXT26	Item added!
SWITCHBOT_TEXT27	expand
SWITCHBOT_TEXT28	stop all
SWITCHBOT_TEXT29	Minimize
SWITCHBOT_TEXT3	Bonus 
SWITCHBOT_TEXT30	Detailed Help
SWITCHBOT_TEXT31	Help
SWITCHBOT_TEXT32	Info
SWITCHBOT_TEXT33	start
SWITCHBOT_TEXT34	+str(index+1)+
SWITCHBOT_TEXT4	- No attribute selected -
SWITCHBOT_TEXT5	Inactive
SWITCHBOT_TEXT6	6/7 Inactive
SWITCHBOT_TEXT7	close tab
SWITCHBOT_TEXT8	Active
SWITCHBOT_TEXT9	switch (
SYMBOLLIST_TITLE	Register Guild flag
SYSTEM_OPTION_CPU_TILING_1	CPU Tiling Mode can upgrade the speed of a weaker PC.
SYSTEM_OPTION_CPU_TILING_2	If there are problem with the graphics choose either ,Systemoptionâ€˜ or ,CONFIG.exeâ€˜
SYSTEM_OPTION_CPU_TILING_3	and change to GPU Tiling Mode.
SYSTEM_OPTION_GPU_TILING_1	GPU Tiling Mode can run slow on a weaker PC.
SYSTEM_OPTION_GPU_TILING_2	If there are problems with the graphics choose either 'System Options' or 'CONFIG.exe'
SYSTEM_OPTION_GPU_TILING_3	and change to GPU Tiling Mode.
SYSTEM_OPTION_TILING_EXIT	To change to Tiling mode, the game has to be restarted.
TARGET_BUTTON_ACCEPT_FIGHT	Agree
TARGET_BUTTON_AVENGE	Revenge
TARGET_BUTTON_BLOCK	Block
TARGET_BUTTON_BUILDING_DESTROY	Destroy
TARGET_BUTTON_DISMOUNT	Dismount
TARGET_BUTTON_EMOTION_ALLOW	Emotions
TARGET_BUTTON_EXCHANGE	Trading
TARGET_BUTTON_EXCLUDE	Exclude
TARGET_BUTTON_EXIT_OBSERVER	End Observer Mode
TARGET_BUTTON_FIGHT	Duel
TARGET_BUTTON_FRIEND	Friend
TARGET_BUTTON_INVITE_GUILD	Guild Invitation
TARGET_BUTTON_INVITE_PARTY	Group Invitation
TARGET_BUTTON_LEAVE_PARTY	Leave Group
TARGET_BUTTON_REQUEST_ENTER_PARTY	Join Group
TARGET_BUTTON_REVIVE	Wiederbelebung
TARGET_BUTTON_UNBLOCK	Deblock
TARGET_BUTTON_VIEW_EQUIPMENT	Equipment
TARGET_BUTTON_WHISPER	Whispering
TARGET_CHAT_BLOCK	Player Chat block
TARGET_DISCONNECT	 Kik player 
TARGET_HP_INFO	{0}/{1}({2:0.2f}%) HP
TARGET_INFO_DAMAGE	Damage : {} - {}
TARGET_INFO_DEFENSE	Defence : {}
TARGET_INFO_EXP	Experience : {}
TARGET_INFO_GOLD_MIN_MAX	Gold: {} ~ {}
TARGET_INFO_MAINRACE	Race : {}
TARGET_INFO_MAX_HP	Max. HP : {}
TARGET_INFO_NEWRACE_DESERT	Desert
TARGET_INFO_NEWRACE_FIRE	Fire
TARGET_INFO_NEWRACE_ICE	Ice
TARGET_INFO_NEWRACE_INSECT	Insect
TARGET_INFO_NEWRACE_TREE	Tree
TARGET_INFO_NO_ITEM_TEXT	 No available items
TARGET_INFO_NO_RACE	 No race
TARGET_INFO_RACE_ANIMAL	Rathalos
TARGET_INFO_RACE_DARK	Darkness
TARGET_INFO_RACE_DESERT	Desert Creature
TARGET_INFO_RACE_DEVIL	Devil
TARGET_INFO_RACE_EARTH	Earth
TARGET_INFO_RACE_ELEC	Lightning 
TARGET_INFO_RACE_FIRE	Fire
TARGET_INFO_RACE_HUMAN	Half Human
TARGET_INFO_RACE_ICE	Ice
TARGET_INFO_RACE_INSECT	Insect
TARGET_INFO_RACE_METIN	Stone
TARGET_INFO_RACE_MILGYO	Gods 
TARGET_INFO_RACE_ORC	Fatalis
TARGET_INFO_RACE_TREE	Creatures
TARGET_INFO_RACE_UNDEAD	Undead
TARGET_INFO_RACE_WIND	Wind
TARGET_INFO_RACE_ZODIAC	Zodiak
TARGET_INFO_REGEN_INFO	Regen {}% every {} sec.
TARGET_INFO_RESISTS	Resists:
TARGET_INFO_RESISTS_LINE0	Sword: {}% Twohand: {}% Bell: {}%
TARGET_INFO_RESISTS_LINE1	Dagger: {}% Fan: {}% Bow: {}%
TARGET_INFO_STONE_NAME	 Ghost stone
TARGET_INFO_SUBRACE	Subspecies : {}
TARGET_LEVEL_BOSS	Boss
TARGET_LEVEL_KING	Level 5.
TARGET_LEVEL_KNIGHT	Level 3.
TARGET_LEVEL_LEGENDARY	Legendary
TARGET_LEVEL_PAWN	Level 1.
TARGET_LEVEL_S_KNIGHT	Level 4.
TARGET_LEVEL_S_PAWN	Level 2.
TASKBAR_ATTACK	Attack
TASKBAR_AUTO	Attack automatically
TASKBAR_CAMERA	Camera
TASKBAR_EXP	Experience
TASKBAR_HP	HP
TASKBAR_MOVE	Move
TASKBAR_SKILL	Skill
TASKBAR_SP	SP
TASKBAR_ST	ST
THING_COUNT	x
TIMER_WARP_QUESTION	Willst du wirklich zum Dungeon teleportieren?
TIME_MIN	{}Min
TIME_MIN_SEC	{}Min:{}Sec
TOOLTIP_AFFECT_BATTLE_PASS	Battlepass
TOOLTIP_AFFECT_POLYMORPH	Transform
TOOLTIP_AFFECT_PREMIUM_SWITCHBOT	Premium-Switchbot
TOOLTIP_AFFECT_VOTE_BONUS	Vote4Buff
TOOLTIP_ANTIFLAG_CHANGE_ATTRIBUTE	Switch
TOOLTIP_ANTIFLAG_DESTROY	Destroy
TOOLTIP_ANTIFLAG_DROP	Drop
TOOLTIP_ANTIFLAG_GIVE	Exchange
TOOLTIP_ANTIFLAG_MYSHOP	Shop
TOOLTIP_ANTIFLAG_PKDROP	PvP-Drop
TOOLTIP_ANTIFLAG_SAFEBOX	Storage
TOOLTIP_ANTIFLAG_SELL	Sell
TOOLTIP_ANTIFLAG_STACK	Stack
TOOLTIP_ANTI_CRITICAL_PCT	Resistance against critical hits +{}%
TOOLTIP_ANTI_PENETRATE_PCT	Resistance against piercing hits +{}%
TOOLTIP_ANTI_SELL	Cannot be sold in the shop.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Absorption rate: {}%
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Strong against Rathalos +{}%
TOOLTIP_APPLY_ATTBONUS_ARACHNID	Strong against Spiders +{}%
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Strong against Ninjas +{}%
TOOLTIP_APPLY_ATTBONUS_BOSS	Strong against Bosses + {}%
TOOLTIP_APPLY_ATTBONUS_DEVIL	Strong against Devils +{}%
TOOLTIP_APPLY_ATTBONUS_HUMAN	Strong against Half Humans +{}%
TOOLTIP_APPLY_ATTBONUS_METIN	Strong against Metinstones +{}%
TOOLTIP_APPLY_ATTBONUS_MILGYO	Strong against Gods +{}%
TOOLTIP_APPLY_ATTBONUS_MONSTER	Strong against Monsters +{}%
TOOLTIP_APPLY_ATTBONUS_ORC	Strong against Fatalis +{}%
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Strong against Shamans +{}%
TOOLTIP_APPLY_ATTBONUS_SURA	Strong against Sura +{}%
TOOLTIP_APPLY_ATTBONUS_TRENT	Strong against Creatures + {}%
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Strong against Undead +{}%
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Strong against Warrior +{}%
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Strong against Lycans + {}%
TOOLTIP_APPLY_BLEEDING_PCT	Bleeding attack + {}%
TOOLTIP_APPLY_BLEEDING_REDUCE	Resistance against bleeding attacks + {}%
TOOLTIP_APPLY_BLOCK	Chance to block a close-combat attack {}% 
TOOLTIP_APPLY_BOOST_CRITICAL_DMG	Critical Boost +{}%
TOOLTIP_APPLY_BOOST_PENETRATE_DMG	Penetrate Boost +{}%
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Recover SP all 5 seconds in a Battle {}
TOOLTIP_APPLY_CRITICAL_PCT	Chance of critical hit +{}% 
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	{}% Chance to get back SP when hit
TOOLTIP_APPLY_DODGE	Chance to avoid Arrows {}%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	{}% Chance for EXP Bonus
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	{}% Chance to drop double Yang
TOOLTIP_APPLY_IMMUNE_FALL	Immune against falling down
TOOLTIP_APPLY_IMMUNE_SLOW	Defence against slowing
TOOLTIP_APPLY_IMMUNE_STUN	Defence against blackouts
TOOLTIP_APPLY_ITEM_DROP_BONUS	{}% increased Item-Drop
TOOLTIP_APPLY_KILL_HP_RECOVER	{}% Chance, to restore HP
TOOLTIP_APPLY_KILL_SP_RECOVER	{}% Chance to restore SP
TOOLTIP_APPLY_MANA_BURN_PCT	{}% chance to rob SP
TOOLTIP_APPLY_MAX_HP_PCT	Max. HP +{}%
TOOLTIP_APPLY_MAX_SP_PCT	Max. SP +{}% 
TOOLTIP_APPLY_NOAFFECT	No effect
TOOLTIP_APPLY_NO_DEATH_PENALTY	No experience points will be lost if your character is revived at the place of his death. 
TOOLTIP_APPLY_PENETRATE_PCT	{}% Chance for piercing Hits
TOOLTIP_APPLY_POISON_PCT	Poisoning chance {}%
TOOLTIP_APPLY_POISON_REDUCE	Poison Resistance {}%
TOOLTIP_APPLY_POTION_BONUS	Potion {}% effect raise
TOOLTIP_APPLY_REFLECT_CURSE	Chance to reflect Curse: {}%
TOOLTIP_APPLY_REFLECT_MELEE	{}% Chance to reflect close combat hits  
TOOLTIP_APPLY_RESIST_ASSASSIN	Defence chance against ninja attacks: {}%
TOOLTIP_APPLY_RESIST_BELL	Bell/Fan Defence {}%
TOOLTIP_APPLY_RESIST_CLAW	Defence chance against claws + {}%
TOOLTIP_APPLY_RESIST_DAGGER	Dagger Defence {}%
TOOLTIP_APPLY_RESIST_FAN	Fan Defence {}%
TOOLTIP_APPLY_RESIST_HUMAN	Resistance to Half Humans {}%
TOOLTIP_APPLY_RESIST_SHAMAN	Defence chance against shaman attacks: {}%
TOOLTIP_APPLY_RESIST_SURA	Defence chance against sura attacks: {}%
TOOLTIP_APPLY_RESIST_SWORD	Sword Defence {}%
TOOLTIP_APPLY_RESIST_TWOHAND	Two-Handed Defence {}%
TOOLTIP_APPLY_RESIST_WARRIOR	Defence chance against warrior attacks: {}%
TOOLTIP_APPLY_RESIST_WIND	Wind Resistance {}%
TOOLTIP_APPLY_RESIST_WOLFMAN	Defence chance against Lycan attacks {}%
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Chance to learn from books upgraded by factor 2.5 .
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	If learning fails you immediately have another try for free
TOOLTIP_APPLY_SLOW_PCT	Slowing chance {}%
TOOLTIP_APPLY_STEAL_HP	{}% damage  will be absorbed by HP
TOOLTIP_APPLY_STEAL_SP	{}% damage will be absorbed by SP
TOOLTIP_APPLY_STUN_PCT	Blackout chance {}%
TOOLTIP_ARMOR	Armor
TOOLTIP_ARROW	Arrow
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATT_GRADE	Attack Value +{}
TOOLTIP_ATT_SPEED	Attack Speed +{}%
TOOLTIP_ATT_SPEED_SLOW	Attack speed reduced
TOOLTIP_AUTO_POTION_HP	Sun Elixir
TOOLTIP_AUTO_POTION_REST	Remainder: {:.2f}%
TOOLTIP_AUTO_POTION_SP	Moon Elixir
TOOLTIP_AUTO_POTION_USING	Active
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Auto-Hunting
TOOLTIP_BATTLE_POTION	Combat Zone Battle Potion
TOOLTIP_BOW_DISTANCE	Arc Range +{} m
TOOLTIP_BUYPRICE	Price: {}
TOOLTIP_CAST_SPEED	Casting Speed +{}%
TOOLTIP_CON	Vitality +{}
TOOLTIP_COSTUME_ATTR_BONUS	Costume bonus {}% 
TOOLTIP_DEF_GRADE	Defence +{}
TOOLTIP_DEX	Dexterity +{}
TOOLTIP_DRAGON_SOUL_DECK1	Earth
TOOLTIP_DRAGON_SOUL_DECK2	Sky
TOOLTIP_DROP_COUNT	Count: {}
TOOLTIP_DROP_STATE	Drop-Status: {}
TOOLTIP_DS_SET	Dragonsoul-Set-Effect
TOOLTIP_EAR	Earring
TOOLTIP_ENERGY	Energy {} 
TOOLTIP_ETC	And so on
TOOLTIP_EXP_BONUS	EXP-Bonus: {}%
TOOLTIP_EXP_BONUS_EVENT	EXP +{}%
TOOLTIP_EXP_CURSE	ExpFluch+{}
TOOLTIP_FISHINGROD_EXP	Points {} / {}
TOOLTIP_FISHINGROD_LEVEL	Level: {}
TOOLTIP_FISHINGROD_UPGRADE1	Give to the Fisherman
TOOLTIP_FISHINGROD_UPGRADE2	to get a better
TOOLTIP_FISHINGROD_UPGRADE3	Fishing Pole.
TOOLTIP_FISH_LEN	Lenght: {:.2f} cm
TOOLTIP_GUILD_SKILL_ACCEL	Acceleration +{}
TOOLTIP_GUILD_SKILL_BLESS	Blessing of the Dragon God +{}
TOOLTIP_GUILD_SKILL_BLOOD	Blood of the Dragon God +{}
TOOLTIP_GUILD_SKILL_BUNNO	Wrath of the Dragon God +{}%
TOOLTIP_GUILD_SKILL_JUMUN	Casting Aid +{}%
TOOLTIP_GUILD_SKILL_SEONGHWI	Holy Armour +{}
TOOLTIP_HELMET	Helmet
TOOLTIP_HP_REGEN	HP Regeneration +{}%
TOOLTIP_INT	Intelligence +{}
TOOLTIP_ITEM_ATT_GRADE	Attack Value {}
TOOLTIP_ITEM_ATT_POWER	Attack Value {} - {}
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Attack Value {}
TOOLTIP_ITEM_ATT_POWER_REFINE	Attack Value {} - {} (+{})
TOOLTIP_ITEM_ATT_SPEED	Attacking Speed {}
TOOLTIP_ITEM_DEF_GRADE	Defence {}
TOOLTIP_ITEM_FAST	Fast
TOOLTIP_ITEM_LIMIT_CON	Vitality Upper Limit: {}
TOOLTIP_ITEM_LIMIT_DEX	Dexterity Upper Limit: {}
TOOLTIP_ITEM_LIMIT_INT	Intelligence Upper Limit: {}
TOOLTIP_ITEM_LIMIT_LEVEL	From Level: {}
TOOLTIP_ITEM_LIMIT_MAP	Area: {}
TOOLTIP_ITEM_LIMIT_MAX_LEVEL	To Level: {}
TOOLTIP_ITEM_LIMIT_STR	Strenght Upper Limit: {}
TOOLTIP_ITEM_MAGIC_ATT_POWER	Magical Attack Value {} - {}
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Magical Attack Value {}
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magical Defence {}
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Slow
TOOLTIP_ITEM_VERY_FAST	Very fast
TOOLTIP_ITEM_VERY_SLOW	Very slow
TOOLTIP_ITEM_WEARABLE_JOB	[Wearable]
TOOLTIP_LEVEL_PET_NEEDED_FOOD	Required Food: {}
TOOLTIP_LEVEL_PET_LEVEL_HIGHER_THAN_PLAYER	Your Pet is higher in level than your character.
TOOLTIP_LOTTERY_STEP_NUMBER	{}
TOOLTIP_LOTTO_NUMBER	Lucky Number: {}
TOOLTIP_MAGIC_ATTBONUS_PER	Magic attack +{}%
TOOLTIP_MAGIC_ATT_GRADE	Magical Attack Value +{}
TOOLTIP_MAGIC_DEF_GRADE	Magical Defence +{}
TOOLTIP_MALL_ATTBONUS	Attack Value +{}%
TOOLTIP_MALL_ATTBONUS_STATIC	Attack Value +20%
TOOLTIP_MALL_AUTOLOOT	A hand that picks up dropped Yang automatically
TOOLTIP_MALL_DEFBONUS	Defence +{}%
TOOLTIP_MALL_DEFBONUS_STATIC	Defence +20%
TOOLTIP_MALL_EXPBONUS	EXP +{}%
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP Bonus +{}%
TOOLTIP_MALL_EXPBONUS_STATIC	Increases gaining EXP by 50%
TOOLTIP_MALL_FISH_MIND	Your chance of catching a rare fish is doubled.
TOOLTIP_MALL_GOLDBONUS	Yang drop chance is increased by {}%
TOOLTIP_MALL_GOLDBONUS_STATIC	Doubles your chance to capture Yang
TOOLTIP_MALL_ITEMBONUS	{}% enhanced Item-Drop
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Chance of capturing Items plus {:.1f}%
TOOLTIP_MALL_ITEMBONUS_STATIC	Doubles your chances of capturing items
TOOLTIP_MALL_MARRIAGE_FAST	Lovepoints raise faster.
TOOLTIP_MALL_SAFEBOX	Your Storeroom gets 2 storage rooms
TOOLTIP_MAX_HP	Max. HP +{}
TOOLTIP_MAX_HP_PCT	Max. HP +{}%
TOOLTIP_MAX_SP	Max. SP +{}
TOOLTIP_MAX_SP_PCT	Max. SP +{}%
TOOLTIP_MAX_STAMINA	Max. Endurance +{}
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Magic/melee attack +{}%
TOOLTIP_MEMORIZED_POSITION	{}({}, {})
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR({}, {})
TOOLTIP_MOV_SPEED	Movement Speed {}%
TOOLTIP_NECK	Necklace
TOOLTIP_NEED_ALL_SP	Needed SP: Max.
TOOLTIP_NEED_GSP	Needed Dragon ghost: {}
TOOLTIP_NEED_HP	Needed HP: {}
TOOLTIP_NEED_HP_PER_SEC	HP / Sec.: {}
TOOLTIP_NEED_SKILL_POINT	Needed Skill Points:
TOOLTIP_NEED_SP	Needed SP: {}
TOOLTIP_NEED_SP_PER_SEC	SP / Sec.: {}
TOOLTIP_NEXT_SKILL_LEVEL_1	Next Level: {} (Max. {})
TOOLTIP_NEXT_SKILL_LEVEL_2	Next Level: {} (Max. {}-{})
TOOLTIP_NEXT_SKILL_LEVEL_3	Next Level: {}
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Average Damage {}%
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Average Damage Resistance {}%
TOOLTIP_PARTY_INFO_GRADE_UP1	More than {} Group members
TOOLTIP_PARTY_INFO_GRADE_UP2	Attack Level +{}
TOOLTIP_PARTY_INFO_GRADE_UP3	Defence Level +{}
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Restore HP/SP of all Group members all 60 minutes.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Restore HP/SP of all Group members all 30 minutes
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	You have to wait 3 minutes after the death of a group member.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	You can call Group members who are on the same server anytime.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Attack Level +(Number of Group members./2) Attacker {} can be chosen.
TOOLTIP_PARTY_INFO_SET_TANKER	Defence Level +(Number of Group members) blade fighters 1 can be chosen.
TOOLTIP_PARTY_SKILL_LEVEL	Current Level: {}
TOOLTIP_PARTY_TITLE_GRADE_UP	[Attack/Defence upgraded]
TOOLTIP_PARTY_TITLE_HEAL	[Restore]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	When you have more than {} Group members you get {}% Bonus EXP .
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Call]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Constitute Attacker]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Constitute Blade Fighter]
TOOLTIP_PEPSI_EVENT	
TOOLTIP_PICK_EXP	Points: {} / {}
TOOLTIP_PICK_LEVEL	Level: {}
TOOLTIP_PICK_MAX	 Maximum Upgrade
TOOLTIP_PICK_UPGRADE1	Give it to the Lumberjack
TOOLTIP_PICK_UPGRADE2	to get an
TOOLTIP_PICK_UPGRADE3	Pickax.
TOOLTIP_POTION_CURE	Cure negative effects.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Attack speed +{}
TOOLTIP_POTION_PLUS_HP_PERCENT	HP +{}%
TOOLTIP_POTION_PLUS_HP_POINT	HP +{}
TOOLTIP_POTION_PLUS_MOVING_SPEED	Movement speed +{}
TOOLTIP_POTION_PLUS_SP_PERCENT	SP +{}%
TOOLTIP_POTION_PLUS_SP_POINT	SP +{}
TOOLTIP_POTION_SEC	Sec.
TOOLTIP_POTION_TIME	Duration:
TOOLTIP_RARITY	{}
TOOLTIP_REFINED_TO	will be improved to
TOOLTIP_REFINE_FROM	will be improved from
TOOLTIP_REQUIRED_COUNT	Count: {}
TOOLTIP_REQUIREMENT_21_LEVEL	You must have reached Level 21.
TOOLTIP_REQUIREMENT_41_LEVEL	You must have reached Level 41.
TOOLTIP_REQUIREMENT_LEVEL	You must have reached Level {}.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	{} Level {} needed.
TOOLTIP_REQUIREMENT_STAT_LEVEL	{} {} needed
TOOLTIP_RESIST_BOW	Arrow Resistance {}%
TOOLTIP_RESIST_DARK	Resistance against darkness +{}%
TOOLTIP_RESIST_EARTH	Earth resistance +{}%
TOOLTIP_RESIST_ELEC	Lightning Resistance {}%
TOOLTIP_RESIST_FIRE	Fire Resistance {}%
TOOLTIP_RESIST_ICE	Ice resistance +{}%
TOOLTIP_RESIST_MAGIC	Magic Resistance {}%
TOOLTIP_RESIST_MAGIC_REDUCTION	Magic penetration of {}%
TOOLTIP_REST_USABLE_COUNT	Left: {}
TOOLTIP_SEALED	Soulbound
TOOLTIP_SELLPRICE	Price: {}
TOOLTIP_SET_ITEM	Set Bonus
TOOLTIP_SHAMAN	Shaman
TOOLTIP_SHIELD	Shield
TOOLTIP_SHOES	Shoes
TOOLTIP_SHOP_DOUBLE_UP	Offline time+{}
TOOLTIP_SKILL	Skills
TOOLTIP_SKILLBOOK_NAME	Skill Book
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Attack Value: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Attack Value:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Attack Speed: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Defence:
TOOLTIP_SKILL_AFFECT_DODGE	Opponent Attack Value: -
TOOLTIP_SKILL_AFFECT_HEAL	Restore HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Movement Speed: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Chance to reflect close combat attack:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Resistance against Body Damage:
TOOLTIP_SKILL_COOL_TIME	Recharge: 
TOOLTIP_SKILL_DAMAGE_BONUS	Skill Damage {}%
TOOLTIP_SKILL_DEFEND_BONUS	Resistance against Skill Damage {}%
TOOLTIP_SKILL_DURATION	Duration: {} Sek.
TOOLTIP_SKILL_FORGET_BOOK_NAME	Book of Forgetfulness
TOOLTIP_SKILL_LEVEL	Current Level: {}
TOOLTIP_SKILL_LEVEL_MASTER	Current Level: {} (Master)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Current Level: {} (Max. {})
TOOLTIP_SOCKET_EMPTY	Empty
TOOLTIP_SOCKET_REFINABLE_ITEM	[Item with Socket]
TOOLTIP_SP_REGEN	SP Regeneration +{}%
TOOLTIP_STR	Strength +{}
TOOLTIP_SURA	Sura
TOOLTIP_TEXT1	Coins
TOOLTIP_TEXT10	(balt) - Show in wiki
TOOLTIP_TEXT11	Amount of Food: {}
TOOLTIP_TEXT12	Status points {}
TOOLTIP_TEXT13	{} Points per Level 
TOOLTIP_TEXT2	(butx) - Open Status Window
TOOLTIP_TEXT3	(bctrl) - See a preview
TOOLTIP_TEXT4	(bshift) + (mleft) - To split
TOOLTIP_TEXT5	(mright) - Click to deactivate
TOOLTIP_TEXT6	(mright) - Click to activate
TOOLTIP_TEXT7	(bctrl) + (mright) - To open 50
TOOLTIP_TEXT8	(mright) - Move to inventory
TOOLTIP_TEXT9	(bctrl) + (mright) - Move to safebox
TOOLTIP_TIME_CHARGER_FIX	Time charging {} sec.
TOOLTIP_TIME_CHARGER_PER	Time charging {}%
TOOLTIP_UNIQUE	Unique
TOOLTIP_UNSEAL_LEFT_TIME	Removing soulbind in: {} hrs. {} mins.
TOOLTIP_WARRIOR	Warrior
TOOLTIP_WEAPON	Weapon
TOOLTIP_WOLFMAN	Lycan
TOOLTIP_WRISTLET	Wristlet
TRADE_FOR_NOTHING1	You are giving items away,
TRADE_FOR_NOTHING2	this cannot be reversed.
TRADE_FOR_NOTHING3	Are you sure you want to continue?
UIQUEST_TEXT1	You need to be level 75 or higher to enter this area!
UI_ACCEPT	Accept
UI_CANCEL	Cancel
UI_CLOSE	Close
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Decline
UI_ITEM	Resolution
UI_LEFT_TIME	Remaining Time: {} Sec.
UI_NEXT	Continue
UI_NEXTPAGE	Next
UI_NOCONTENTS	No Content
UI_NONAME	No Name
UI_OK	OK
UI_POS_UNKNOWN	Unknown Place
UI_PREVPAGE	Back
UI_UNKNOWN	Unknown
UPLOAD_MARK_CHECK_NEED_RECONNECT	The upload has to be started again.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	The upload has to be started again.
USE_ITEM_FAILURE_PRIVATE_SHOP	You cannot use items while you have a private shop open.
USE_SKILL_ERROR_UNKNOWN	Unknown Skill Error: {}
VALUABLE_ITEM_SURE	This item could be valueable for you
GUILD	Guild
WARBOARD_KILLS	Kills
WARBOARD_MVP	MVP
WARBOARD_DEATHS	Deaths
WARBOARD_GUILD_KILLS	Kills
WARBOARD_LEVEL	Level
WARBOARD_TOTAL_DAMAGE	Total Damage
WAR_DIALOG_LIVES	Lifes
WHISPER_ADMIN_CANCEL_ACTION	Beende Aktion
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	You cannot Answer the System.
WHISPER_ADMIN_CLEAR_MESSAGE	Lösche Text
WHISPER_ADMIN_CUR_LANG	[i] Aktuelle Sprache gewählt: |cFFffce00[{}]
WHISPER_ADMIN_LEN_TEXT	[i] Mindest/Maximale Zeichen: |cFF7cff00{}|r / |cFFff0000{}|r
WHISPER_ADMIN_MESSAGE	[Information] : [{}] : {}
WHISPER_ADMIN_QUESTION_SEND	Bist du dir sicher diese Nachricht zu versenden ? Wenn du keine Erlaubnis zum Benutzen vom Panel besitz, wirst du mit Konsequenzen rechenn müssen.
WHISPER_ADMIN_SEND_MESSAGE	Sende Nachricht
WHISPER_ADMIN_TITLE_NAME	GM: Sende whisper Nachricht für das jeweilige Reich
WHISPER_GM_WARNING	Messages such as "Hi" or "Hello" are ignored. To get an answer as soon as possible, please ask your question directly.
