SWITCHBOT_CHECKBOX1	6/7 einblenden
SKILL_YONGSIN	SKILL_YONGSIN Wird nicht mehr benutzt
STAT_MINUS_CON	Vitalitätsanpassung (Verbleibende Chance: {})
STAT_MINUS_DEX	Beweglichkeitsanpassung (Verbleibende Chance: {})
STAT_MINUS_INT	Intelligenzanpassung (Verbleibende Chance: {})
STAT_MINUS_STR	Stärkeanpassung (Verbleibende Chance: {})
STAT_TOOLTIP_CON	Erhöht TP und Verteidigung
STAT_TOOLTIP_DEX	Erhöht Angriff und Ausweichen
STAT_TOOLTIP_INT	Erhöht MP, Magie-Angriff und -Verteidig.
STAT_TOOLTIP_STR	Erhöht Angriffswert und Schaden
SYMBOLLIST_TITLE	Gildenfahne anmelden
SYSTEM_OPTION_CPU_TILING_1	CPU-Tiling-Modus kann die Geschwindigkeit eines schwächeren PC verbessern.
SYSTEM_OPTION_CPU_TILING_2	Wenn Probleme mit der Grafik auftreten, wähle ,Systemoption‘ oder ,CONFIG.exe‘
SYSTEM_OPTION_CPU_TILING_3	und wechsel so zum GPU-Tiling-Modus.
SYSTEM_OPTION_GPU_TILING_1	GPU-Tiling-Modus kann auf einem schwächeren PC langsam laufen.
SYSTEM_OPTION_GPU_TILING_2	Wenn Probleme mit der Grafik auftreten, wähle 'Systemoptionen' oder 'CONFIG.exe'
SYSTEM_OPTION_GPU_TILING_3	und wechsel so zum CPU-Tiling-Modus.
SYSTEM_OPTION_TILING_EXIT	Für den Wechsel des Tiling-Modus muss das Spiel neu gestartet werden.
TARGET_BUTTON_ACCEPT_FIGHT	Zustimmen
TARGET_BUTTON_AVENGE	Rache
TARGET_BUTTON_BLOCK	Blockieren
TARGET_BUTTON_BUILDING_DESTROY	Zerstören
TARGET_DISCONNECT	Spieler kicken
TARGET_CHAT_BLOCK	Spieler Chat blockieren
TARGET_BUTTON_DISMOUNT	Absitzen
TARGET_BUTTON_EMOTION_ALLOW	Emotionen
TARGET_BUTTON_EXCHANGE	Handeln
TARGET_BUTTON_EXCLUDE	Ausschließen
TARGET_BUTTON_EXIT_OBSERVER	Zuschauermodus beenden
TARGET_BUTTON_FIGHT	Duell
TARGET_BUTTON_FRIEND	Freund
TARGET_BUTTON_INVITE_GUILD	Gildeneinlad.
TARGET_BUTTON_INVITE_PARTY	Gruppeneinlad.
TARGET_BUTTON_LEAVE_PARTY	Gruppe verlassen
TARGET_BUTTON_REQUEST_ENTER_PARTY	Gruppe beitreten
TARGET_BUTTON_UNBLOCK	Entblockieren
TARGET_BUTTON_VIEW_EQUIPMENT	Ausrüstung
TARGET_BUTTON_WHISPER	Flüstern
TARGET_BUTTON_REVIVE	Wiederbelebung
TARGET_HP_INFO	{0}/{1}({2:0.2f}%) TP
TARGET_INFO_DAMAGE	Schaden : {} - {}
TARGET_INFO_DEFENSE	Verteidigung : {}
TARGET_INFO_EXP	Erfahrungspunkte : {}
TARGET_INFO_MAINRACE	Rasse : {}
TARGET_INFO_MAX_HP	Max. TP : {}
TARGET_INFO_NO_ITEM_TEXT	Keine verfügbaren Items
TARGET_INFO_NO_RACE	Keine Rasse
TARGET_INFO_RACE_ANIMAL	Rathalos
TARGET_INFO_RACE_DARK	Dunkelheit
TARGET_INFO_RACE_DEVIL	Teufel
TARGET_INFO_RACE_EARTH	Erdwiderstand
TARGET_INFO_RACE_ELEC	Blitzwiderstand 
TARGET_INFO_RACE_FIRE	Feuerwiderstand
TARGET_INFO_RACE_HUMAN	Halbmenschen
TARGET_INFO_RACE_ICE	Eiswiderstand
TARGET_INFO_RACE_METIN	Metinstein
TARGET_INFO_RACE_MILGYO	Götter 
TARGET_INFO_RACE_ORC	Fatalis
TARGET_INFO_RACE_UNDEAD	Untote
TARGET_INFO_RACE_WIND	Windwiderstand
TARGET_INFO_RACE_INSECT	Insekt
TARGET_INFO_RACE_FIRE	Flammenwesen
TARGET_INFO_RACE_ICE	Eiswesen
TARGET_INFO_RACE_DESERT	Wüstenkreatur
TARGET_INFO_RACE_TREE	Kreaturen
TARGET_INFO_RACE_ZODIAC	Zodiak
TARGET_INFO_STONE_NAME	Geiststein
TARGET_LEVEL_LEGENDARY	Legendär
TARGET_LEVEL_BOSS	Boss
TARGET_LEVEL_KING	Stufe 5.
TARGET_LEVEL_KNIGHT	Stufe 3.
TARGET_LEVEL_PAWN	Stufe 1.
TARGET_LEVEL_S_KNIGHT	Stufe 4.
TARGET_LEVEL_S_PAWN	Stufe 2.
TARGET_INFO_RESISTS	Widerstände:
TARGET_INFO_RESISTS_LINE0	Schwert: {}% Zweihand: {}% Glocke: {}%
TARGET_INFO_RESISTS_LINE1	Dolch: {}% Fächer: {}% Bogen: {}%
TARGET_INFO_REGEN_INFO	TP-Reg. {}% alle {} Sek.
TARGET_INFO_GOLD_MIN_MAX	Yang: {} ~ {}
TARGET_INFO_DAMAGE	Schlagschaden : {} - {}
TARGET_INFO_EXP	Erfahrung : {}
TARGET_INFO_MAX_HP	Max. Trefferpunkte : {}
TARGET_INFO_NEWRACE_INSECT	Insekt
TARGET_INFO_NEWRACE_FIRE	Feuermonster
TARGET_INFO_NEWRACE_ICE	Eismonster
TARGET_INFO_NEWRACE_DESERT	Wüste
TARGET_INFO_NEWRACE_TREE	Baum
TARGET_INFO_SUBRACE	Untergattung : {}
TASKBAR_ATTACK	Angreifen
TASKBAR_AUTO	Automatisch angreifen
TASKBAR_CAMERA	Kamera
TASKBAR_EXP	Erfahrung
TASKBAR_HP	TP
TASKBAR_MOVE	Bewegen
TASKBAR_SKILL	Fertigkeit
TASKBAR_SP	MP
TASKBAR_ST	AP
THING_COUNT	x
TIME_MIN	{}Min
TIME_MIN_SEC	{}Min:{}Sec
TOOLTIP_AFFECT_POLYMORPH	Verwandlung
TOOLTIP_ANTIFLAG_CHANGE_ATTRIBUTE	Verzaubern
TOOLTIP_ANTIFLAG_DESTROY	Zerstören
TOOLTIP_ANTIFLAG_DROP	Droppen
TOOLTIP_ANTIFLAG_GIVE	Handeln
TOOLTIP_ANTIFLAG_MYSHOP	Shop
TOOLTIP_ANTIFLAG_PKDROP	PvP-Drop
TOOLTIP_ANTIFLAG_SAFEBOX	Lagern
TOOLTIP_ANTIFLAG_SELL	Verkaufen
TOOLTIP_ANTIFLAG_STACK	Stapeln
TOOLTIP_ANTI_CRITICAL_PCT	Widerstand gegen kritischen Treffer +{}%
TOOLTIP_ANTI_PENETRATE_PCT	Widerstand gegen durchbohrenden Treffer +{}%
TOOLTIP_ANTI_SELL	Kann nicht im Geschäft verkauft werden.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Aufnahmegrad: {}%
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Stark gegen Rathalos +{}%
TOOLTIP_APPLY_ATTBONUS_ARACHNID	Stark gegen Spinnen +{}%
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Stark gegen Ninjas +{}%
TOOLTIP_APPLY_ATTBONUS_BOSS	Stark gegen Bosse +{}%
TOOLTIP_APPLY_ATTBONUS_DEVIL	Stark gegen Teufel +{}%
TOOLTIP_APPLY_ATTBONUS_HUMAN	Stark gegen Halbmenschen +{}%
TOOLTIP_APPLY_ATTBONUS_METIN	Stark gegen Metinsteine +{}%
TOOLTIP_APPLY_ATTBONUS_MILGYO	Stark gegen Götter +{}%
TOOLTIP_APPLY_ATTBONUS_MONSTER	Stark gegen Monster +{}%
TOOLTIP_APPLY_ATTBONUS_ORC	Stark gegen Fatalis +{}%
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Stark gegen Schamanen +{}%
TOOLTIP_APPLY_ATTBONUS_SURA	Stark gegen Sura +{}%
TOOLTIP_APPLY_ATTBONUS_TRENT	Stark gegen Kreaturen +{}%
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Stark gegen Untote +{}%
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Stark gegen Krieger +{}%
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Stark gegen Lykaner +{}%
TOOLTIP_APPLY_BLEEDING_PCT	Blutungsangriff +{}%
TOOLTIP_APPLY_BLEEDING_REDUCE	Widerstand gegen Blutungsangriff +{}%
TOOLTIP_APPLY_BLOCK	Chance, Nahkampf-Angriff abzublocken {}%
TOOLTIP_APPLY_BOOST_CRITICAL_DMG	Kritischer Boost +{}%
TOOLTIP_APPLY_BOOST_PENETRATE_DMG	Durchbruch Boost +{}%
TOOLTIP_APPLY_COMBAT_SP_RECOVER	MP im Kampf alle 5 Sek. wiederherstellen {}
TOOLTIP_APPLY_CRITICAL_PCT	Chance auf krit. Treffer +{}%
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	{}% Chance, MP bei Treffer zurückzuerhalten
TOOLTIP_APPLY_DODGE	{}% Chance, Pfeilangriff auszuweichen
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	{}% Chance auf EXP-Bonus
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	{}% Chance, eine doppelte Menge Yang fallen zu lassen
TOOLTIP_APPLY_IMMUNE_FALL	Immun gegen Stürzen
TOOLTIP_APPLY_IMMUNE_SLOW	Immun gegen Verlangsamen
TOOLTIP_APPLY_IMMUNE_STUN	Immun gegen Ohnmacht
TOOLTIP_APPLY_ITEM_DROP_BONUS	{}% erhöhter Gegenstandsdrop
TOOLTIP_APPLY_KILL_HP_RECOVER	{}% Chance, TP wiederherzustellen
TOOLTIP_APPLY_KILL_SP_RECOVER	{}% Chance, MP wiederherzustellen
TOOLTIP_APPLY_MANA_BURN_PCT	{}% Chance auf Manaraub
TOOLTIP_APPLY_MAX_HP_PCT	Max. TP +{}%
TOOLTIP_APPLY_MAX_SP_PCT	Max. MP +{}%
TOOLTIP_APPLY_NOAFFECT	Keine Auswirkung
TOOLTIP_APPLY_NO_DEATH_PENALTY	Bei Wiederbelebung des Charakters am Ort des Todes werden keine Erfahrungspunkte abgezogen.
TOOLTIP_APPLY_PENETRATE_PCT	{}% Chance auf durchbohrenden Treffer
TOOLTIP_APPLY_POISON_PCT	Vergiftungschance {}%
TOOLTIP_APPLY_POISON_REDUCE	Giftwiderstand {}%
TOOLTIP_APPLY_POTION_BONUS	Trank {}% Effektzuwachs
TOOLTIP_APPLY_REFLECT_CURSE	{}% Chance, Fluch zu reflektieren
TOOLTIP_APPLY_REFLECT_MELEE	{}% Chance, Nahkampftreffer zu reflektieren
TOOLTIP_APPLY_RESIST_ASSASSIN	Abwehrchance gegen Ninjaangriffe {}%
TOOLTIP_APPLY_RESIST_BELL	Glocken-/Fächerverteidigung {}%
TOOLTIP_APPLY_RESIST_CLAW	Abwehrchance gegen Krallen + {}%
TOOLTIP_APPLY_RESIST_DAGGER	Dolchverteidigung {}%
TOOLTIP_APPLY_RESIST_FAN	Fächerverteidigung {}%
TOOLTIP_APPLY_RESIST_HUMAN	Widerstand gegen Halbmenschen {}%
TOOLTIP_APPLY_RESIST_SHAMAN	Abwehrchance gegen Schamanenangriffe {}%
TOOLTIP_APPLY_RESIST_SURA	Abwehrchance gegen Suraangriffe {}%
TOOLTIP_APPLY_RESIST_SWORD	Schwertverteidigung {}%
TOOLTIP_APPLY_RESIST_TWOHAND	Zweihänderverteidigung {}%
TOOLTIP_APPLY_RESIST_WARRIOR	Abwehrchance gegen Kriegerangriffe {}%
TOOLTIP_APPLY_RESIST_WIND	Windwiderstand {}%
TOOLTIP_APPLY_RESIST_WOLFMAN	Abwehrchance gegen Lykaner {}%
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Konzentriertes Lesen\nDie Chance, aus Büchern zu lernen\nwird um den Faktor 2,5 verbessert.
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Exorzismus-Schriftrolle\nWenn das Lernen fehlschlägt,\nhast du sofort einen weiteren Versuch frei.
TOOLTIP_APPLY_SLOW_PCT	Verlangsamungschance {}%
TOOLTIP_APPLY_STEAL_HP	{}% Schaden wird von TP absorbiert
TOOLTIP_APPLY_STEAL_SP	{}% Schaden wird von MP absorbiert
TOOLTIP_APPLY_STUN_PCT	Ohnmachtschance {}%
TOOLTIP_ARMOR	Rüstung
TOOLTIP_ARROW	Pfeil
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATT_GRADE	Angriffswert +{}
TOOLTIP_ATT_SPEED	Angriffsgeschwindigkeit +{}%
TOOLTIP_ATT_SPEED_SLOW	Angriffsgeschwindigkeit reduziert
TOOLTIP_AUTO_POTION_HP	Elixier der Sonne
TOOLTIP_AUTO_POTION_REST	Restmenge: {:.2f}
TOOLTIP_AUTO_POTION_SP	Elixier des Mondes
TOOLTIP_AUTO_POTION_USING	Aktiv
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Autojagd
TOOLTIP_BATTLE_POTION	Kampfzonen-Gefechtstrank
TOOLTIP_BOW_DISTANCE	Bogenreichweite +{} m
TOOLTIP_BUYPRICE	Preis: {}
TOOLTIP_CAST_SPEED	Zaubergeschwindigkeit +{}%
TOOLTIP_CON	Vitalität +{}
TOOLTIP_COSTUME_ATTR_BONUS	Kostümbonus {}%
TOOLTIP_DEF_GRADE	Verteidigung +{}
TOOLTIP_DEX	Beweglichkeit +{}
TOOLTIP_DRAGON_SOUL_DECK1	Erde
TOOLTIP_DRAGON_SOUL_DECK2	Himmel
TOOLTIP_DS_SET	Drachensteinalchemie-Set-Bonus
TOOLTIP_EAR	Ohrring
TOOLTIP_ENERGY	Stark gegen Monster {}%
TOOLTIP_ETC	Usw.
TOOLTIP_EXP_BONUS_EVENT	EXP +{}%
TOOLTIP_EXP_CURSE	ExpFluch+{}
TOOLTIP_FISHINGROD_EXP	Punkte: {} / {}
TOOLTIP_FISHINGROD_LEVEL	Level: {}
TOOLTIP_FISHINGROD_UPGRADE1	Dem Fischer geben,
TOOLTIP_FISHINGROD_UPGRADE2	um eine bessere
TOOLTIP_FISHINGROD_UPGRADE3	Angelrute zu erhalten.
TOOLTIP_FISH_LEN	Länge: {:.2f}cm
TOOLTIP_GUILD_SKILL_ACCEL	Beschleunigung +{}
TOOLTIP_GUILD_SKILL_BLESS	Segnung des Drachengottes +{}
TOOLTIP_GUILD_SKILL_BLOOD	Blut des Drachengottes +{}
TOOLTIP_GUILD_SKILL_BUNNO	Wut des Drachengottes +{}%
TOOLTIP_GUILD_SKILL_JUMUN	Zauberhilfe +{}%
TOOLTIP_GUILD_SKILL_SEONGHWI	Heilige Rüstung +{}
TOOLTIP_HELMET	Helm
TOOLTIP_HP_REGEN	TP-Regeneration +{}%
TOOLTIP_INT	Intelligenz +{}
TOOLTIP_ITEM_ATT_GRADE	Angriffswert {}
TOOLTIP_ITEM_ATT_POWER	Angriffswert {} - {}
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Angriffswert {}
TOOLTIP_ITEM_ATT_POWER_REFINE	Angriffswert {} - {} (+{})
TOOLTIP_ITEM_ATT_SPEED	Angriffsgeschwindigkeit {}
TOOLTIP_ITEM_DEF_GRADE	Verteidigung {}
TOOLTIP_ITEM_FAST	Schnell
TOOLTIP_ITEM_LIMIT_CON	Vitalitätsobergrenze: {}
TOOLTIP_ITEM_LIMIT_DEX	Beweglichkeitsobergrenze: {}
TOOLTIP_ITEM_LIMIT_INT	Intelligenzobergrenze: {}
TOOLTIP_ITEM_LIMIT_LEVEL	Ab Lvl: {}
TOOLTIP_ITEM_LIMIT_MAX_LEVEL	Bis Lvl: {}
TOOLTIP_ITEM_LIMIT_MAP	Gebiet: {}
TOOLTIP_ITEM_LIMIT_STR	Stärkeobergrenze: {}
TOOLTIP_ITEM_MAGIC_ATT_POWER	Magischer Angriffswert {} - {}
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Magischer Angriffswert {}
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magische Verteidigung {}
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Langsam
TOOLTIP_ITEM_VERY_FAST	Sehr schnell
TOOLTIP_ITEM_VERY_SLOW	Sehr langsam
TOOLTIP_ITEM_WEARABLE_JOB	[Ausrüstbar]
TOOLTIP_LOTTERY_STEP_NUMBER	{}
TOOLTIP_LOTTO_NUMBER	Glückszahl: {}
TOOLTIP_MAGIC_ATTBONUS_PER	Magischer Angriff +{}%
TOOLTIP_MAGIC_ATT_GRADE	Magischer Angriffswert +{}
TOOLTIP_MAGIC_DEF_GRADE	Magische Verteidigung +{}
TOOLTIP_MALL_ATTBONUS	Angriffswert +{}%
TOOLTIP_MALL_ATTBONUS_STATIC	Angriffswert +20%
TOOLTIP_MALL_AUTOLOOT	Das Yang wird automatisch aufgehoben.
TOOLTIP_MALL_DEFBONUS	Verteidigung +{}%
TOOLTIP_MALL_DEFBONUS_STATIC	Verteidigung +20%
TOOLTIP_MALL_EXPBONUS	{}% mehr Erfahrung
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus +{}%
TOOLTIP_MALL_EXPBONUS_STATIC	50% mehr Erfahrung
TOOLTIP_MALL_FISH_MIND	Die Chance, einen Fisch zu fangen, ist erhöht.
TOOLTIP_MALL_GOLDBONUS	Dropchance Yang um {}% erhöht.
TOOLTIP_MALL_GOLDBONUS_STATIC	Doppelte Dropchance Yang
TOOLTIP_MALL_ITEMBONUS	{}% verstärkter Gegenstandsdrop
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Chance auf Erbeuten von Gegenständen plus {:.1f}%
TOOLTIP_MALL_ITEMBONUS_STATIC	Doppelte Dropchance von Gegenständen
TOOLTIP_MALL_MARRIAGE_FAST	Die Liebespunkte steigen schneller an.
TOOLTIP_MALL_SAFEBOX	Es steht mehr Lagerraum zur Verfügung.
TOOLTIP_MAX_HP	Max. TP +{}
TOOLTIP_MAX_HP_PCT	Max. TP +{}%
TOOLTIP_MAX_SP	Max. MP +{}
TOOLTIP_MAX_SP_PCT	Max. MP +{}%
TOOLTIP_MAX_STAMINA	Max. Ausdauer +{}
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Magie-, Fern- und Nahkampfangriff +{}%
TOOLTIP_MEMORIZED_POSITION	{}({}, {})
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS-FEHLER({}, {})
TOOLTIP_MOV_SPEED	Bewegungsgeschw. {}%
TOOLTIP_NECK	Halskette
TOOLTIP_NEED_ALL_SP	Benötigte MP: Max.
TOOLTIP_NEED_GSP	Benötigter Drachengeist: {}
TOOLTIP_NEED_HP	Benötigte TP: {}
TOOLTIP_NEED_HP_PER_SEC	TP / Sek.: {}
TOOLTIP_NEED_SKILL_POINT	Benötigte Fertigkeitspunkte:
TOOLTIP_NEED_SP	Benötigte MP: {}
TOOLTIP_NEED_SP_PER_SEC	MP / Sek.: {}
TOOLTIP_NEXT_SKILL_LEVEL_1	Nächstes Level: {} (Max. {})
TOOLTIP_NEXT_SKILL_LEVEL_2	Nächstes Level: {} (Max. {}-{})
TOOLTIP_NEXT_SKILL_LEVEL_3	Nächstes Level: {}
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Durchschn. Schaden {}%
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Durchschn. Schadenswiderstand {}%
TOOLTIP_PARTY_INFO_GRADE_UP1	Mehr als {} Gruppenmitglieder
TOOLTIP_PARTY_INFO_GRADE_UP2	Angriffsstufe +{}
TOOLTIP_PARTY_INFO_GRADE_UP3	Verteidigungsstufe +{}
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	TP/MP aller Gruppenmitglieder einmal in 60 Minuten wiederherstellen.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	TP/MP aller Gruppenmitglieder einmal in 30 Minuten wiederherstellen.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Du musst drei Minuten nach dem Tod des Gruppenmitglieds warten.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Du kannst jederzeit Gruppenmitglieder auf dem gleichen Server herbeirufen.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Angriffsstufe +(Anzahl der Gruppenmitgl./2) Angreifer {} können ausgewählt werden.
TOOLTIP_PARTY_INFO_SET_TANKER	Verteidigungsstufe +(Anzahl der Gruppenmitgl.) Nahkämpfer 1 können ausgewählt werden.
TOOLTIP_PARTY_SKILL_LEVEL	Aktuelles Level: {}
TOOLTIP_PARTY_TITLE_GRADE_UP	[Angriff/Verteidigung verbessert]
TOOLTIP_PARTY_TITLE_HEAL	[Wiederherstellen]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Mehr als {} Gruppenmitglieder gibt Bonus-EXP {}%.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus-EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Herbeirufen]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Angreifer festlegen]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Nahkämpfer festlegen]
TOOLTIP_PEPSI_EVENT	5% Chance auf EXP-Bonus und 5% Chance, Gegenstände fallen zu lassen.
TOOLTIP_PICK_EXP	Punkte: {} / {}
TOOLTIP_PICK_LEVEL	Level: {}
TOOLTIP_PICK_MAX	Maximale Stufe
TOOLTIP_PICK_UPGRADE1	Dem Holzfäller geben,
TOOLTIP_PICK_UPGRADE2	um eine bessere
TOOLTIP_PICK_UPGRADE3	Spitzhacke zu erhalten.
TOOLTIP_POTION_CURE	Negative Effekte zurücksetzen.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Angriffsgeschwindigkeit +{}
TOOLTIP_POTION_PLUS_HP_PERCENT	TP +{}%
TOOLTIP_POTION_PLUS_HP_POINT	TP +{}
TOOLTIP_POTION_PLUS_MOVING_SPEED	Bewegungsgeschwindigkeit +{}
TOOLTIP_POTION_PLUS_SP_PERCENT	MP +{}%
TOOLTIP_POTION_PLUS_SP_POINT	MP +{}
TOOLTIP_POTION_SEC	Sek.
TOOLTIP_POTION_TIME	Dauer:
TOOLTIP_REQUIREMENT_21_LEVEL	Du musst Level 21 erreicht haben
TOOLTIP_REQUIREMENT_41_LEVEL	Du musst Level 41 erreicht haben
TOOLTIP_REQUIREMENT_LEVEL	Du musst Level {} erreicht haben
TOOLTIP_REQUIREMENT_SKILL_LEVEL	{} Level {} erforderlich
TOOLTIP_REQUIREMENT_STAT_LEVEL	{} {} erforderlich
TOOLTIP_RESIST_BOW	Pfeilwiderstand {}%
TOOLTIP_RESIST_DARK	Widerstand gegen Dunkelheit +{}%
TOOLTIP_RESIST_EARTH	Erdwiderstand +{}%
TOOLTIP_RESIST_ELEC	Blitzwiderstand {}%
TOOLTIP_RESIST_FIRE	Feuerwiderstand {}%
TOOLTIP_RESIST_ICE	Eiswiderstand +{}%
TOOLTIP_RESIST_MAGIC	Magiewiderstand {}%
TOOLTIP_RESIST_MAGIC_REDUCTION	Magiebruch um {}%
TOOLTIP_REST_USABLE_COUNT	Verbleibend: {}
TOOLTIP_SEALED	Seelengebunden
TOOLTIP_SELLPRICE	Preis: {}
TOOLTIP_SET_ITEM	Set-Bonus
TOOLTIP_SHAMAN	Schamane
TOOLTIP_SHIELD	Schild
TOOLTIP_SHOES	Schuhe
TOOLTIP_SHOP_DOUBLE_UP	OfflineZeit+{}
TOOLTIP_SKILL	Fertigkeit
TOOLTIP_SKILLBOOK_NAME	Fertigkeitsbuch
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Angriffswert: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Angriffswert:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Angriffsgeschwindigkeit: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Verteidigung:
TOOLTIP_SKILL_AFFECT_DODGE	Gegnerischer Angriffswert: -
TOOLTIP_SKILL_AFFECT_HEAL	TP wiederherstellen:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Bewegungsgeschwindigkeit: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Chance, Nahkampf-Angriff zu reflektieren:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Widerstand gegen körperlichen Schaden:
TOOLTIP_SKILL_COOL_TIME	Aufladezeit: 
TOOLTIP_SKILL_DAMAGE_BONUS	Fertigkeitsschaden {}%
TOOLTIP_SKILL_DEFEND_BONUS	Widerstand gegen Fertigkeitsschaden {}%
TOOLTIP_SKILL_DURATION	Dauer: {} Sek.
TOOLTIP_SKILL_FORGET_BOOK_NAME	Buch des Vergessens
TOOLTIP_SKILL_LEVEL	Aktuelles Level: {}
TOOLTIP_SKILL_LEVEL_MASTER	Aktuelles Level: {} (Meister)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Aktuelles Level: {} (Max. {})
TOOLTIP_SOCKET_EMPTY	Leer
TOOLTIP_SOCKET_REFINABLE_ITEM	[Gegenstand mit Fassung]
TOOLTIP_SP_REGEN	MP-Regeneration +{}%
TOOLTIP_STR	Stärke +{}
TOOLTIP_SURA	Sura
TOOLTIP_TIME_CHARGER_FIX	Zeitaufladung {} Sek.
TOOLTIP_TIME_CHARGER_PER	Zeitaufladung {}%
TOOLTIP_UNIQUE	Einzigartig
TOOLTIP_UNSEAL_LEFT_TIME	Seelenlösung in: {} Std. {} Min.
TOOLTIP_WARRIOR	Krieger
TOOLTIP_WEAPON	Waffe
TOOLTIP_WOLFMAN	Lykaner
TOOLTIP_WRISTLET	Armband
TRADE_FOR_NOTHING1	Du bist dabei jemand Dinge zu überreichen, 
TRADE_FOR_NOTHING2	dies kann nicht rückgängig gemacht werden.
TRADE_FOR_NOTHING3	Bist du dir sicher, dass alles richtig ist?
UI_ACCEPT	Annehmen
UI_CANCEL	Abbruch
UI_CLOSE	Schließen
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Ablehnen
UI_ITEM	Auflösung
UI_LEFT_TIME	Verbleibende Zeit: {} Sek.
UI_NEXT	Weiter
UI_NEXTPAGE	Weiter
UI_NOCONTENTS	Kein Inhalt
UI_NONAME	Kein Name
UI_OK	OK
UI_POS_UNKNOWN	Unbekannter Ort
UI_PREVPAGE	Zurück
UI_UNKNOWN	Unbekannt
UPLOAD_MARK_CHECK_NEED_RECONNECT	Der Upload muss neu gestartet werden.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Der Upload muss neu gestartet werden.
USE_ITEM_FAILURE_PRIVATE_SHOP	Du kannst keine Gegenstände verwenden, solange du einen privaten Laden geöffnet hast.
USE_SKILL_ERROR_UNKNOWN	Unbekannter Fertigkeitsfehler: {}
VALUABLE_ITEM_SURE	Dieser Gegenstand könnte Wertvoll für dich sein, trotzdem ausführen ?
WAR_DIALOG_LIVES	Leben
WHISPER_ADMIN_SEND_MESSAGE	Sende Nachricht
WHISPER_ADMIN_CLEAR_MESSAGE	Lösche Text
WHISPER_ADMIN_CANCEL_ACTION	Beende Aktion
WHISPER_ADMIN_LEN_TEXT	[i] Mindest/Maximale Zeichen: |cFF7cff00{}|r / |cFFff0000{}|r
WHISPER_ADMIN_CUR_LANG	[i] Aktuelle Sprache gewählt: |cFFffce00[{}]
WHISPER_ADMIN_TITLE_NAME	GM: Sende whisper Nachricht für das jeweilige Reich
WHISPER_ADMIN_MESSAGE	[Information] : [{}] : {}
WHISPER_ADMIN_QUESTION_SEND	Bist du dir sicher diese Nachricht zu versenden ? Wenn du keine Erlaubnis zum Benutzen vom Panel besitz, wirst du mit Konsequenzen rechenn müssen.
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	Du kannst dem System nicht antworten.
ERROR_TARGET_HAVE_BLOCK_CHAT	|cffff796a|H|h[Block chat] Ich kann dir nicht antworten, da ich einen Chat-Block habe.:|h|r [{} Stunden] [{} Minuten] [{} Sekunden]
YOUR_SHOP	Dein Laden
